review/summary,num_letters
work mac,7
still synch via bluetooth pc,24
brainer get whi work,17
excel phone,10
cool toy,7
fun function surpris light,23
great phone,10
minor flaw noth keep someon buy,26
triband,7
great potenti poor deliveri,24
fantast phone,12
best camera phone,15
phone excel chicago area,21
nokia tmobil worth,16
fun first,8
fantast around phone,18
cheap look,9
littl celebr,11
nokia veri disappoint phone,24
wife love phone,13
onli thing doesnt laundri,22
awesom phone,11
nokia,5
cut edg phone everi jame bond fan,27
fantast phone,12
excel phone minor flaw,19
best phone price,14
best nokia cell phone avail u,24
super new phone,13
good semi pda phone,16
day think,8
minor flaw noth keep someon buy,26
great phone pda digit record,24
super new phone,13
great phone palm user,18
much phone,9
almost smart flaw annoy,20
love,4
one best phone current avail,24
impress day w help bluetooth,24
best free phone entertain internet busi devic,39
fun phone,8
doe say go,8
lovin,5
littl pda,8
best phone current market,22
nice featur phone first,20
best,4
krazi keypad,11
cell phone lot promis,18
mac user compat,13
veri nice phone,13
excel phone featur,16
awesom phone,11
almost perfect,13
great nokia pack featur,20
great phone valu,14
wonder phone get free,18
love phone,9
accept far,9
long wait,8
awesom,6
vindigo map make winner,20
okay need one help,15
great,5
best thing hit cell phone sinc digit signal,36
pathbreak cellphon,17
cool ployphon ring tone,20
noth aggrav,10
good phone touch screen,20
say quot brick quot,16
wow phone,8
de best,6
worst custom servic,17
awesom phone pda camera video cam,28
secur concern,12
big,3
wow,3
mobil lover,10
want know data,12
compat mac,9
star,4
must buy,7
great phone lack o x support,23
boot failur,10
get mobil,8
nice phone,9
terribl,7
good,4
wife love phone,13
nice phone doe work,16
well equip phone,14
love,4
good phone buy amazon com,21
nokia,5
compat mac,9
regret buy,9
full problem bug,14
wait mobil know use bluetooth,25
get phone tri differ servic,23
problem,7
phone good mobil servic veri bad,27
best ever seen kind phone,21
great featur phone,16
servic avail,11
hi hello joey jame de arca veri much happi,34
attract mobil phone,17
overr,5
doubt nokia,10
amaz,4
enquiri,7
nice look phone,13
poor qualiti nokia,16
pretti good phone,15
great phone littl big confus,24
absolut great,12
u miss lot call,12
great phone,10
nokia phone,10
great phone best buy,17
good phone littl tough configur,27
top electron thing ever,20
get differ phone,14
good product,11
great featur poor engin,20
never like nokia bought,20
good phone buggi,14
long live excess communic abil,26
good buy ur money,14
fantast phone,12
fastchat ptt nokia intern walki talki,32
great phone excel recept pc softwar,30
awesom phone,11
everyth expect,13
mac compat yes,12
world phone comput isp pocket,25
nice phone hard carri,18
phone great featur softwar o buggi,29
watch never reciev rebat,21
look good nice featur usabl indoor,29
great phone got get good case though,30
veri nice phone veri low price,25
great phone great sound pictur,26
star trek tricord,15
still synch via bluetooth pc,24
great littl phone,15
phone year love,13
nice good,8
excel phone amazon rebat work,25
nice phone bell whistl batteri life short,35
pack full featur,14
good good,8
phone pda camera,14
review sincer gadget,18
buy,3
bulki,5
nokia,5
nokia,5
wast money time,13
good bad,7
nice phone littl bit delic routin use,31
great phone,10
delic babe magnet,15
bomb,4
cool look impract,15
good phone poor mobil servic,24
phone rock,9
tha,3
good phone slow,13
great phone,10
best phone,9
nokia,5
volum volum volum,15
ok phone bad servic,16
one veri cell phone modem,21
big phone big screen strang key layout,32
super,5
best,4
year,4
complex use die month,18
may featur worth,14
love phone,9
good phone great featur,20
pretti good phone,15
want phone,9
excel deal,9
good phone price,14
way cool gadget,13
nokia,5
beauti phone,11
one good one,10
lifelin,7
like gadget like phone,19
good phone poor sync softwar,24
alright,7
good phone,9
best upgrad yet,13
featur rich fun svelt,18
nokia cellular digit assist,24
state art,8
futur hand,9
one,3
great first phone,15
cheap screen scratch easili,24
great phone,10
ton fun,6
great phone,10
best phone ever,13
nokia best market,15
servic,6
great phone,10
good phone would shop amazon com,27
entri level phone pro,18
first week nokia,14
excel phone big look like,21
mac compat,9
bluetooth work great,18
nerd heaven,10
big issu still fun phone,20
great work travel busi life person,29
ok phone servic need work,21
cool look impract,15
horribl servic,13
drop fragil phone ui screen beauti,29
got phone glitch,14
wife took nokia,13
function phone limit abil connect palm,33
great featur,11
lot featur,9
wow,3
great phone beat free,18
absolut great phone,17
well equip phone,14
may feel cheap cheap,17
love phone get readi fight,22
good phone tmobil rebat accur onli,29
great phone lack o x support,23
review year use good phone bad ringer vol,34
excel phone minor annoy,20
great phone replac pda,19
ringer problem,13
wirless airlin pilot,18
best featur around big packag,25
fun free phone,12
love nokia,9
support isync,12
great phone need help pda,21
dissapoint,10
envi friend,10
good phone tech love folk,21
featur ani phone market,20
nokia mobil,10
good featur bad recept,19
good phone mac user,16
great phone,10
fact compat mac,13
nokia redeem themselv,19
know would,9
great phone inaud tone,19
pretti okay phone,15
ignor muwap shill washington dc,27
good featur bad recept,19
love phone,9
best phone market,15
amazon,6
pretti good phone,15
amaz phone,9
perfect phone camera,18
great nice choic,14
good featur poor written softwar,28
excel size muthu,14
realli like fone,14
better pda,9
great function,13
disappoint,10
great phone camera camcord price,28
never got phone,13
superb product price,18
hate hate hate hate hate hate hate hate,32
u realli want,11
circular touch pad got kid,22
much potenti darn big,18
bulki strang fun,14
good phone weak ring amp speaker,27
buy,3
need repair twice three month,25
onli one complaint,16
great phone amaz featur,20
terrif phone nokia alway solid,26
awesom,6
love phone,9
great product bit heavi,20
excel almost perfect,18
truli soni like,13
clunki bright,12
pretti good headset comfort,24
thought would love,16
headset review,13
great product overal,18
look nice easi use heavi,20
soni dr bt q stereo bluetooth headset,31
great bt headphon,15
bulk size,8
perfect,7
rlsandi,7
cingular mobil blackberri pearl batteri car travel charger,51
cell phone case,13
decent equip,11
new batteri cheaper new phone,25
motorola v extend mah replac li ion batteri w door,41
great protect price,17
save money,9
usb desktop cradl palm z,20
good qualiti,11
bad design,9
say show,7
cord never work,13
cingular reliabl servic,21
turn cellphon ipod,16
work,4
soni ericsson music cabl,21
blackberri,10
g,1
though could faster,17
freedom,7
blackberri data plan,18
perfect,7
walki talki,10
nightmar experi,14
work coupl issu,13
doe work,7
work,4
cabl work,8
work,4
doe say doe,9
best bluetooth headset yet,23
one said would work everytim,24
nxzen digit wireless headset,25
inexpens work fine,16
nice product even low price,23
good product low price item,23
great charger car,15
great product,12
ask price,8
perfect,7
charger,7
stay away,8
junk,4
good product,11
credit,6
veri disappoint,14
cool phone except recept,21
nokia bluetooth car kit,20
adhes good,9
final compact versatil devic,25
buy sure compat,13
motorola v phone cannot find devic,29
good innov product,16
itech clip iie headset,19
good clip,8
littl differ best,15
good altern annoy ear model,23
itech clip iie glossi black w silver button bluetooth,45
excel bluetooth price,19
great idea,9
work advertis,12
clicki background nois,20
good solut headset echo iffi connect,31
terrif,6
good item,8
doe work mani bluetooth devic,25
itech clip iie bluetooth headset,28
itech clip bluetooth headset,25
excel sound batteri life inconspicu boot,35
great product,12
veri confort,11
work great easi use,16
surpris veri posit,16
veri practic devic,16
itech clip iie glossi black w silver button bluetooth headset,52
veri good,8
great product,12
wrong item phone,14
nice case questionalb reliabl,26
snug case,8
perfect pouch nokia,17
great case,9
great case serious weak multiadapt design,36
review nokia cellphon,19
mm audio adapt motorola,20
okay,4
adapt,5
doe job,6
great,5
nice great servic,15
doe,3
great,5
ship high,8
mm mm,4
compat,6
nice adaptor,11
excel,5
fari option krzr razr,18
great servic,11
work like charm,13
one work,7
good sound awkward design,22
great deal must item,17
feel cheap work fine,17
motorola accessori,17
best mm adapt motorola phone,24
lovin,5
one work,7
work perfect,11
great buy,8
realli good sound,15
get job done,10
great product,12
motorola razr v xx headset adapt excel valu,36
get pay,6
fantast valus,12
get paid,7
pice good qualiti poor,19
second one,9
work like hope,12
one problem,10
carbon fiber v phone cover,22
bad price,8
carbon fiber razr cover,20
buyer bewar could pack better,25
carbon fiber razor phone cover,26
reason alternt palm price,22
veri supris,10
good altern expens palm cradl,25
work great,9
doe job,6
work,4
use batteri unaccept product,25
doe close screen cover,19
work ok train,11
good,4
yes doe close,11
katana cover,11
veri satisfi custom,17
ingeni cell phone case,19
cell phone cover review,20
good iphon lumia,14
worth effort,11
replac batteri work,17
cell batteri,11
batteri park,11
best price capac motorola razr v batteri,34
thought fit bare,14
wrong inform given product,23
love,4
work bare,8
phone cover wait,14
snug iphon,9
great phone,10
solid smartphon reason price,25
expectect,9
excelent tama ntild funcionalidad b aacut sica,40
mate jam,7
good product wonder servic imat,27
excel item,9
great product,12
good phone caveat,15
phone work,9
mate jam,7
realli proud,11
widnow mobil phone,16
jam jam jam jam,12
good pocket pc impract mobil phone,29
ok phone,7
great phone pda,13
doe remov scratch,15
work well nintendo d,17
work promis,10
great expect miracl,17
made screen wors,14
good buyer bewar,14
good product,11
mat screen,9
work lot rub,10
doe work yes,10
work,4
hope,4
work well dvd,11
worth,5
realli like,10
scratch laptop lcd screen,22
skeptic first,12
import sidenot,13
work laptop,10
work sure becaus extens rub,23
displex scratch remov,19
fals advertis suitabl ipad,23
singl thing scratch palm pre,24
bad,3
confus disappoint,16
displex polish,13
stuff suck,9
good cleaner poor scratch remov,27
worth total wast money doe work,26
work,4
product doe work,14
good stuff though perfect,22
good lcd,7
worth money vasalin work better,27
complet crap,11
work,4
work,4
useless,7
sort work,8
help made new scratch,18
bother,6
worthless,9
close cigar,10
didnt work camera screen,21
scratch way wors,14
wors worthless,13
work,4
perfect psp,10
use product caution,17
wast money,9
harm,4
product actual work,17
good aint easi,12
excel,5
realli good perfect,17
work well,8
work great,9
receiv advertis,14
total crapola,12
tooth powder work better displex,28
never deal vendor,15
magic scratch fixer,17
displex,7
amaz solut problem,16
adventur hope,12
work light medium scratch,22
hdtv longer scratch,17
perfect purpos,13
veri impress,11
help remov scratch complet,23
advertis,8
magic,5
crap product,11
come cotton cloth,15
look clearer still scratch,23
nope,4
best iphon screen polish,21
poor perform,11
remov scratch,12
help blackberri,14
love although cant use touch screen,30
wast time effort,14
work,4
wast money,9
doesnt work,10
whi even sell,11
buyer bewar,10
doe work,7
help,4
made wors,8
care,4
work great fragil,15
doe work sch u alia phone,20
work,4
worth buy,8
product defect,13
phone charger,12
work great replac,15
yet arriv,8
like wish,8
phone charger great deal,21
satisfi product deliveri,22
slow ship,8
origin charger work price decent,28
better origin,12
samsung wall batteri charger,25
great product great price,22
razr phone good buy,16
disappoint still mayb best choic,28
style camera music medium net,25
nice phone good featur,19
zero star would pick rate,21
mkraze,6
everyth excit,12
indestruct,10
like krzr,8
nice look poor softwar,19
useless unreli phone,18
moto krzr,8
great phone great size,19
like compar soni ericson phone,26
crazi krzr k,10
krzr,4
cute sleek sexi style phone,23
worst phone ever,14
oooooh sooo cooool,16
nice cellphon,12
happi wirefli,12
motorola,8
junk,4
work great,9
new dead batteri,14
get price chang life,17
noth quit right,13
batteri promis,13
motorola bad phone defect buy,25
batteri life suck custom servic even wors,35
love,4
save money,9
f k phone,7
ultim dissapoint,15
weak word would use,16
hate phone passion phone made anti motorola guy,40
head said samsung heart said razr,28
look nice,8
phone doe matter carrier servic atroci,33
great phone sprint servic terribl,29
sprint power,11
sprint horribl,13
sprin power,10
pretti face,10
good phone,9
nice,4
love new razr,11
one crap phone realli,18
phone look nice problem,20
worst phone ever,14
po razr phone tooooooo,19
worst phone ever purchas,21
flashi trendi slow,16
nice product,11
cinderella midnight,18
phone compani support stink,24
great phone custom servic,22
expect,6
good featur bad engin,18
last week,8
good phone tech support,20
nice product,11
great product,12
good phone featur work servic,25
wrong inform,11
great phone usa compat,19
also could good choic chine custom,29
far one underr phone nokia,22
nokia cell phone phone season,25
didnt fit phone,13
work great,9
work great,9
work fine size big compar car charger,31
smoke fire,9
charger great,12
work,4
wast money,9
decent,6
jabra earphon,12
hate,4
good,4
jabra ear bud,11
right size,9
doe fit,6
small slide,10
bewar item ship may match photo,26
mobil mda pack stylus replac,24
surpris pen,10
good price,9
absolut perfect,14
product fine design faulti,23
mobil mda stylus pack,18
origin better,12
suit need,8
say,3
mobil mda stylus,14
like origin mda stylus,19
glad easi get replac,17
exact like origin stylus,21
item expect way deliv,18
right size,9
replac,6
work,4
veri plea,8
mda stylus,9
great product,12
sleek clunki,11
good protect catch,16
standard jack soni jack,20
altern,6
one word suck,11
li ion batteri,12
cell phone batteri need,20
bad batteri,10
holster damag blackberri,22
buy vendor,9
wait,4
rubber case,10
work great,9
holster doe work pearl,19
plea wast money,13
excel kit blackberri pearl,23
far good,7
motorola slvr snap red crystal case,30
doe work wast time,15
cheap tacki protect screen,23
excel,5
need,4
flimsi poor fit,13
muy practico,11
cute best,8
late appear use,13
horribl enga ntild aron,20
beauti dumb,10
cord sold w product connect w cord,28
ok,2
impress,7
bewar extend capac batteri,23
v cell phone batteri,17
excel except strap,16
phone cover,10
poor sewn,8
qualiti screen protector easi instal,32
great batteri great deal veri plea,29
great seller,11
hard compet super price,20
good product,11
great product,12
excel product,12
work expect instal challeng,24
batteri motorola e,16
put new life old motorola e,22
excel valu,9
e review,7
motorola batteri,15
work,4
genuin oem qualiti generic brand price great buy,41
work like charm,13
mm,2
great iphon,10
junk,4
well protect,11
outstand,8
comment,7
tough,5
excel case,9
droid razor case,14
nah,3
review,6
satisfi,7
return day,9
golf gps,7
lithium batteri awesom,20
terribl,7
batteri life,11
beat price,9
good,4
poor qualiti batteri avoid,23
fals info,8
work perfect,11
abl sync contact,14
perfect,7
wrok great,9
horribl,7
cabl work,8
phone model advertis support,25
thought,7
review,6
help,4
good busi,8
good,4
doe fit,6
eforc usb cabl,12
good custom servic price love,25
sturdi attract,13
nice pda case,11
sturdi good size,14
slvr l advertis,13
great phone,10
good servic problem,17
get one,6
great,5
creativ zen rapid car charger,25
good deal,8
great,5
charger zen,10
car charger,10
zen,3
exact need,9
creativ zen auto charger,21
last,4
creativ car charger,17
good one thing,12
zen car charger,13
doe suppos,9
great product,12
doe suppos,9
work well,8
pictur order two dead use,21
great piec equip must travel,24
great car charger,15
work well charg dure play,21
zen car charger,13
replac,6
weak connector,13
cheap work,9
car charger,10
fantast valu,11
travel charger,13
work great,9
spend money,10
excel mobil phone,15
best phone ever,13
amaz phone,9
voic dial,8
wonderfull mobil world far,23
lipstick,8
fail work window,14
stereo profil great headset profil terribl,37
super cool devic,14
great product bought anoth site,27
hard classifi,12
fantast flashlight,17
wonder littl flashlight,21
least tini,9
must everi mom,12
good,4
veri disappoint,14
great price,10
look everyth,11
anacr oacut nico,14
littl bit heavi,13
bluetooth earpiec,16
click get,8
motorola h bluetooth,18
okay best,8
love,4
ok headset,9
entri level bluetooth,19
pretti good purchas,17
poor sound,9
good input bad output,18
veri expens unit fair price,23
could even get,12
work,4
poor product worthi money,22
h bluetooth wireless headset blue silver,35
junk,4
jr wireless bluetooth,19
great item,9
motorola h bluetooth meet expect,28
veri margin product,17
veri easi use,11
pretti good,10
far complaint worth buck,21
work fine month,13
easi use excel perform,19
fatal problem,12
probabl good headset,18
improv button,12
good entri level bluetooth headset,30
easi,4
use record,9
blue ear,7
coulda contend,13
grade satisfactori,17
get pay,6
came work destroy,15
phone charger,12
lg cell phone home charger,22
good charger,11
need,4
work,4
great price good qualiti perfect charger model cell phone,49
excel price,10
compat,6
close cigar,10
wast opportun,12
make phone decent mp player,23
worst bass,9
perfect jog talk,14
nokia okia,9
cell phone stereo headphon,23
work use,7
excel product,12
great headset,12
save money,9
nice cheapli price boot,20
deliv promis,11
right mind gonna buy batteri,24
big,3
batteri requir,13
like disappoint,14
unavail,7
work great,9
dull color,9
real deal audiovox clone copi,25
great handi full fun,17
useless triband might well onli gsm,30
softwar hardwar bad phone,22
soni ericsson z,13
way critic veri plush featur full phone,33
veri good,8
super ugli,9
wonder,6
difficult use,12
pictur qualiti real bad,20
nice cheap jack trade phone,23
great phone,10
favorit phone date,16
worst phone ever bought,20
teen phone,9
need improv basic featur,21
great phone,10
pretti good phone,15
loath thee let count way,20
broke,5
almost good,10
unpleas featur mani failur updat,28
buy phone w plan unless use cingular,30
phone solid cingular,18
worst phone ever,14
phone,5
nice,4
ill quit expect,13
phone lock,9
need depend phone,15
z,1
phone ok,7
custom,6
dig phone,8
better phone,11
soni first attempt flip phone go well,31
soni cell phone,13
ehh alright,10
phone short life,14
soni phone,9
like okay,8
worst phone ever,14
good enough,10
bad,3
surpris soni,11
phone final better nokia phone,26
poor qualiti,11
ok phone,7
trend forc review,15
worth,5
hate,4
hate phone,9
z great phone,11
loath despis phone,16
get nokia cell phone instead,24
extraordinari piec garbag,23
worst phone ever,14
great phone great featur,21
like phone,9
bad great either,14
almost could want entri level phone,30
good valu,8
want much like phone,17
best phone ever,13
ignor harsh critic,16
veri good cell phone,17
averag,6
good sound qualiti,16
happi phone,10
enhanc ericsson,14
kinda big cingular aka htc tytn,26
krusel pictor,12
antonlin rip doe fit,17
extrem decept product descript,27
better origin verizon case,23
motorola case,12
save,4
even gps,7
take cingular,12
cold custom care,14
bad plan bad servic bad network,26
cingular doe standi product servic inform,36
worst compani good coverag,23
love cingular,12
att,3
coverag,7
bad way around,12
slow amazon price better,21
v xx motorola razr,15
cingular jail,12
bad servic bad support,19
contract length inform,20
process easi,11
great servic,11
famili talk,10
good additionsli,15
guess price say everyth,20
small lightweight bluetooth budget price,36
good valu,8
best headset ever,15
onli thing wrong,14
dont forget jabra ear piec,22
excel product,12
good sound qualiti volum veri light comfort,37
bad price,8
great headsest,13
nice,4
thing cool,9
good sensit,10
excel sound,10
great perform sorri fit,20
best bluetooth cell phone,22
nice sound size darn thing doe fit ear,31
great size faulti design,21
great headset,12
perfect bluetooth,16
good replac batteri lower price,27
cheap workors,12
flimsi,6
motorola v xx,11
stereo mic doe sem work,19
onli meant rokr,13
veri good,8
offic phone,10
doe work cingular phone,20
work u,5
adapt,5
item good,8
work fine,8
phone adapt,10
bad work,7
work advertis,12
job lg phone,10
poor qualiti sound,16
adapt cabl,9
incompat,8
excel,5
bare doe job,10
exact want cheap,14
kinda work,9
order mistak,11
good product,11
work great,9
headset adapt mm mm audio adapt convert cingular,41
doe expect,9
link music,9
mm mm,4
doe work,7
decent cabl doe work blackberri advertis,35
work okay,8
doctor order,11
expect,6
pictur show,10
doe job,6
horribl qualiti,14
edit excel custom servic previous product pictur,42
perfect,7
pictur mislead,13
veri simpl,9
adapt,5
work great iphon v moda earbud mic,28
work describ,11
work lg env,9
motorola mm adapt,15
work xbox control,15
work lg octan stereo headphon adapt,30
xbox compat,10
month still work beauti,20
work perfect lg scoop,18
work great smart phone panason wireless ghz hous phone,46
warn doe work xbox mic chat,22
work advertis,12
purchas friend,13
work samsung flip phone,20
work better expect,16
work,4
good,4
work need,8
care pictur show spec opposit,25
onli one channel headphon,22
poor descript,12
good,4
work wonder,10
mm mm adapt,9
play right left speaker,20
work samsung convoy cell phone,26
decent adapt,11
work lg wine ii un mobil phone,24
total wast money,14
need,4
good price ok product,18
lg env,5
horribl product,14
product order updat order fix,25
music onli doe work mic,19
work stereo sound samsung convoy,28
bought could use differ mic xbox control,34
doe work phone,12
piec crap,8
headphon adapt,13
sort work lg,10
headset adapt,12
fit perfect work perfect,21
need better descript,18
spect,5
nice adapt,9
need,4
shelley,7
onli use side audio voic,20
oh chine qualiti,14
great product,12
scam,4
excel motorola phone,18
tech accessori,13
low volum,8
veri nice,8
work lg phone,11
one must adapt order surviv,23
truli stereo adapt work lg env,25
great adapt,10
excel product,12
doe doe,6
work stereo xv,12
work older phone,14
doe work,7
work perfect samsung intens ii cell phone,35
doe meet need,11
doe look like pictur,17
cheap temporari,14
work great samsung convoy,22
work devic,9
realli good case one littl thing,27
great product good price great staff,31
work great,9
wast money,9
nokia case,9
qualiti product,14
new mobil phone user,17
work minor flaw,13
comfort lightweight,18
veri good product good price,24
need great stylus great price,25
better finger,12
color,5
stylus pen,9
good buy,7
veri respons stylus,17
work great,9
stylius,7
kindl fire stylus,15
boxwav stylus,12
cheap stilus,11
great stylus need better connector clip,34
must,4
cheap,5
good get,7
kindl fire stylus,15
boxwav capacit kindl fire stylus,28
work,4
excel first experi capac stylus,27
cute,4
worth paid mayb,13
clever thought,13
boxwav capacit kindl fire stylus,28
work,4
love,4
work great,9
bit prici okay,12
last day,7
work expect,10
great price,10
spot,4
bulg smelli batteri fit,20
fantast servic,13
product advertis,15
like factori,11
good deal,8
batteri replac,13
new life phone,12
replac batteri,13
doe work,7
hot,3
plea dont buy,11
work great,9
reboot loop,10
awsom ship time batteri doesnt hold charg day,38
good batteri,11
look use doe last long,18
work,4
work advertis,12
exact batteri,12
correct batteri,14
dekcel batteri verizon xv,22
good factori replac,17
inexpens great valu,17
get dekcel,9
satisfi,7
perfect choic,12
cell phone batteri,16
thicker,7
chocol car charger,16
poor standbi time,15
purchas nokia,12
fit,3
wrong size,9
could hear could hear,18
comfort easi use,14
good buy,7
nice product,11
work well applic,14
decent headset,13
one greatest headset,18
great product use hansfre voic activ dial,35
got lemon,8
plantron mx black silver windsmart boom headset mm plug,47
great sound peopl,15
good miss featur claim descript,27
perfect veri good,15
doe job sort,10
poor sound,9
work well pain wear,16
good qualiti sound hard place ear mute button broke,43
home use,7
good headset qualiti bad fit around ear,33
excel headset,12
look better work,14
fals advertis stupid design,24
plantron headset,15
doe work blackberri pearl,22
bad design suppos devic tortur,26
excel littl wire headset,21
good headset,11
perfect,7
work expect,10
work fine month break,18
price good unit good mumbler,24
good,4
design human ear,14
plantron mx headset,17
doe job,6
break everi time,14
poor audio qualiti uncomfort,25
comfort stay,11
qualiti expect,13
littl hard put,12
excel headset clever design,24
thing crap,9
great xbox control,16
great headset,12
amaz comfort sound qualiti best headset around,40
high recomend,12
excel mic wind resist poor headphon,30
get mx x instead,13
best headset ever,15
king headset,11
good headset wrong descript,24
great design great qualiti,23
like got,7
perfect truck driver,18
plantron mx headset,17
worth price tag question,21
excel headset,12
excel headset,12
fyi doe answer call,16
great price,10
honest product,13
great headset incorrect detail,27
wire head set,11
best mobil headset ever use,23
superb voic qualiti,17
good batteri price,16
doe fit nokia,11
lithium ion batteri nokia various,29
n design american market problem cingular carrier,43
great phone,10
work,4
doe fit holster,13
work like appl cabl half price,25
work,4
receiv bad cabl,13
sync doesnt work,14
replac,6
motorola v batteri,16
excel,5
buy,3
fit fine first stretch bit much,26
want,4
busi bargaincel,14
find,4
get pay,6
realli well design,16
veri handi littl charger,21
work perfect,11
nice concept poor product,22
blackberri case,14
great valu,9
better finger,12
fumbl frustrat,13
nice tool,8
love,4
love,4
great item,9
great littl stylus,16
great,5
wast money,9
cheapli made,11
excel product,12
help way,7
style,5
great soft part break month,23
kindl fire stylus,15
veri plea,8
work well,8
great stylus,11
pen,3
great peopl fat finger,19
right,5
like stylus,10
great gift,9
make use kindl much easier,22
featureless,11
veri good suppos use,17
amaz buy,7
engin excel best,14
mar design mistak,15
cheap phone way outdat,19
depend littl bugger,17
great basic phone,15
great basic phone,15
good product money,16
bev review,9
naztech cabrio case,17
batteri seem new condit,20
beauti onli skin deep,18
phone make almost perfect happi quit,31
charg problem,12
perfect phone price,17
love phone,9
good great,9
love love love,12
best phone world,14
pretti good,10
plum bad,7
avoid,5
pictur worth thousand word,23
find better price,15
cf phone order batteri,19
real fine,8
check ship,9
fit cf,5
perfect batteri phone,19
fit fine last long,15
siemen cf,8
lithium ion batteri siemen cf work best,33
find much much lower price elsewher,30
good replac batteri,17
correct batteri siemen cf,22
dont buy valu saniti,17
doe work,7
buy ripoff,9
happi custom,11
work,4
wast time,8
doe work,7
doe work,7
wrok great,9
need stink n contract,18
expir date poor servic,19
get best prepaid compani,21
gaug usag,8
virgin mobil best prepaid phone servic,33
use virgin mobil,14
virgin mobil worst,16
go wal mart,9
virgin mobil best pre paid phone found,32
horribel servic rude peopl,23
dollar top card,13
day day plan,10
poor servic activ phone one month,28
would give negat star could,23
tri ampd mobil instead,19
tri tracfon instead,17
awe awe awe,9
virgin mobil suck,15
best prepaid servic far,20
love,4
virgin mobil top card,18
tri tracfon instead,17
tri ampd mobil instead,19
easi prepaid,11
need stink n contract,18
virgin mobil way go prepaid cell phone,32
top use voic mail take minut also,27
great,5
dollar top card,13
read fine print,13
expir,5
horribel servic rude peopl,23
good valu,8
ok item cheaper option avail virgin websit,36
excel retir folk,14
great idea sorri switch sooner,26
warn read befor buy card amazon,26
best low cost cell plan low useag peopl,32
virgin pay go plan,15
great deal non frequent phone user,29
expri,5
good phone plan cheap rate,22
virgin mobil cell phone servic,26
amazon sell expir vm card,21
high mark ea use,13
afford solut infrequ cellphon usag,30
great gift idea,13
best servic aford,15
top card,7
love virign mobil,15
expir month ago,13
expir,5
know,4
virgin mobil top card,18
forget item,10
awesom,6
virgin bureaucrat lunaci,22
easi,4
virgin mobil se slider cell phone,28
veri nice inde,12
horribel servic rude peopl,23
card expir,9
put card,7
annoy websit answer machin good servic,33
great polici easi use,18
virgin mobil extend expir date,26
expir card order top card,21
need stink n contract,18
buyer bewar purchas top card elsewher,32
good way go,9
veri happi custom,15
virginmobil best prepaid phone servic,33
easi,4
bad card would prefer use debit card,30
bewar virgin mobil go hill,22
veri convien casual user month month user,35
amazon sell expir card,19
expir card refund,15
expir,5
longtim virgin mobil custom,24
great way get minut,16
amazon best place buy,18
doe say,6
love,4
greatest fit,11
hot,3
samsung bluetooth wep,19
wep,3
spare charger,12
good valu,8
work great,9
love phone,9
wast time,8
read instruct,12
good desktop cradl batteri back,27
problem return email,18
accessori,9
wast money,9
buy item unless want neon green product,33
still wait,9
work like charm,13
doe work far thing wors useless,26
junk,4
rescu,5
fake nokia batteri made korea china japan,35
e wrong item,10
product servic outstand,21
use sometim,10
broke instant,12
good buy,7
work well call button frustrat,26
ok price,7
good headset,11
comfort easi use,14
love handsfre featur,18
good enough,10
dave,4
item great,9
good qualiti valu,15
excel product work great p,22
simpl light weight easi use,23
inconsist sound qualiti,21
volum plea,9
good product,11
good perfect,11
bluetooth headset h,17
short standbi time,16
return,6
wonder,6
veri good headset especi price,26
ear bud,6
well worth,9
littl juic,9
work pretti well,14
bad batteri life,14
avoid cost piec junk,17
headset junk,11
work great awesom price,20
usb data cabl motorola razr,23
work great,9
doe help,7
still look softwar hook mac razr v,28
mediocr,7
sleek stylish new nextel,21
horribl plea believ bad review,26
terribl,7
best east coast usa baja mex long distanc mobil solut,44
utter garbag,11
good phone,9
great phone love size bit overpr,27
garbag,6
warn,4
buy phone,8
want wast money phone,18
nextel shine bronz star,20
phone lot problem,15
motorola,8
phone stink compar,16
small phone choic nextel custom,27
nextel star nextel,16
phone good servic,15
love phone,9
unlog descript,13
cell batteri,11
great batteri,12
oem replac batteri,16
horribl,7
way better case motorola,21
work well,8
quick great price,15
great price,10
oem replac perfect,16
use batteri,10
phone batteri,12
cool piec,8
great littl product,17
good buy,7
best small headset found,21
cheap case,9
good overal,10
review,6
zebra cover,10
one best cream soda,16
sound qualiti fantast,19
get cellphon away head,19
read comment full befor buy,23
almost great,11
feel great hand doe sound good look,29
great item,9
phone attach cell phone old style hand set,35
work iphon g palm pre adapt,22
shortlist,9
great except coupl design flaw,26
love caus well made look cool protect brain,36
buy,3
cheap,5
retro handset,12
work iphon adaptor exist combo,26
fred e calcot plant freak,21
great elder handicap,18
non exist custom servic,20
novel practic,12
could better,11
hate small cell phone love gadget,28
thing great,10
flat great qualiti,16
neat,4
look good sound qualiti horribl,27
sound qualiti great phone doe come adapt,34
plantron mx headset mobilephon black sold dbroth,42
plug small blackberri use,22
hate earpiec,11
good inexpens,12
great price,10
best headset use,14
decent,6
great clariti conveni,19
work ok,6
best buy product,14
cheap conveni audiophil,21
good previous model,17
architectur,11
sound come good go crummi,21
kiss bunch frog one princ,21
work great relat low bar,20
doe fit blackberri phone,21
excel headset,12
reliabl,7
great,5
label verizon plantron,20
great headset,12
love first tri onli last day,23
fit perfect treo,14
get pay,6
great holster,12
simpl function,13
phone fall,9
cellet holster treo,17
rubber,6
treo wx,6
cellet rubber coat swivel belt clip,30
great product,12
horribl ruin phone,16
